VendorNumber__,OrderNumber__,ItemNumber__,Description__,OrderedAmount__,OrderedQuantity__,DeliveredAmount__,DeliveredQuantity__,InvoicedAmount__,InvoicedQuantity__,TaxCode__,CompanyCode__,UnitPrice__,PartNumber__,GLAccount__,CostCenter__,BudgetID__,TaxRate__
V02458,53076,13956,24C753 KIT ORIFICE ADJ 1/4  047,95.40,1,95.40,1,0,0,,19,,13956,110,,,
V03671,53082,25168,Thinner AutoRefininshing Medium,296.376,48,296.376,48,0,0,,18,,25168,110,,,.00
V03671,53082,25167,Hi-Gard Sealer - 1 liter,181.042,12,181.042,12,0,0,,18,,25167,110,,,.00
V03671,53082,25169,Macrofan UHS Standard Hardener,1149.351,54,1149.351,54,0,0,,18,,25169,110,,,.00
V03671,53082,13269,VAT,.00,-1,.00,-1,0,0,,18,,13269,1926,,,
V03105,53085,30605,1150 CT SIDE A TOTE,30496.62,26565,30496.62,26565,0,0,,19,,30605,110,,,
V03105,53085,30805,THROAT SEAL 55 GAL DRUM,3420.00,3600,3420.00,3600,0,0,,19,,30805,110,,,
V03105,53085,30510,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,6697.68,5676,6697.68,5676,0,0,,19,,30510,110,,,
V03105,53085,30513,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,6666.72,5160,6666.72,5160,0,0,,19,,30513,110,,,
V02674,53087,21579,3.5”I.D. X (.250”)WALL X 180” LONG,5675.00,500,5675.00,500,0,0,,19,,21579,110,,,
V03392,53088,21736,6' ELECTRICAL CORD WITH PLUG FOR SPRAY MACHINE ,450.00,10,450.00,10,0,0,,19,,21736,110,,,
V03392,53088,25234,HIGH PRESSURE HOSE EXTENSIONS - 6 Ft,500.00,2,500.00,2,0,0,,19,,25234,110,,,
V00938,53089,11546,1" Masking Tape 203 -36 rolls,2702.243,2304,2702.243,2304,0,0,,9,,11546,110,,,-135.112
V00938,53089,11547,2" Masking Tape 203  - 24 rolls,2947.134,1152,2947.134,1152,0,0,,9,,11547,110,,,-147.354
V00938,53089,11643,Torque Handwrap 17.25" x 1500' T80 4RL/C ,49.66,4,49.66,4,0,0,,9,,11643,1083,,,-2.484
V00938,53089,12484,ICE MELTER CYNCH 20KG Bag ,60.824,4,60.824,4,0,0,,9,,12484,1083,,,-3.041
V00938,53089,1670,GST,287.846,-1,287.846,-1,0,0,,9,,1670,1287,,,
V00938,53089,1670,PST,.00,-1,.00,-1,0,0,,9,,1670,1291,,,
V02594,53090,21776,1/4" RED 7134 MOISTURE BLOCK ASSEMBLY END1: 3-04244 1/4" FNPT SWIVEL END2: 3-04244 1/4" FNPT SWIVEL,233.76,12,233.76,12,0,0,,19,,21776,110,,,
V02195,53094,,,848.70,,848.70,,0,0,,2,,,1899,,,
V02458,53097,2238,755407 O-Ring  110242,140.00,50,140.00,50,0,0,,19,,2238,110,,,
V02458,53098,9863,Grease Cartridge Replacement 3Oz,376.80,80,376.80,80,0,0,,19,,9863,110,,,
V02458,53098,2937,23969-00 Spring,252.00,100,252.00,100,0,0,,19,,2937,110,,,
V02458,53098,3012,23959-00 P2 Seal Housing Kit,2452.50,50,2452.50,50,0,0,,19,,3012,110,,,
V02458,53098,3014,23973-00 P2 Side Seal Kit,506.40,40,506.40,40,0,0,,19,,3014,110,,,
V02458,53098,2962,7554-05 O-Ring,192.50,50,192.50,50,0,0,,19,,2962,110,,,
V02458,53104,2295,Switch Reed W/Cable 117770,37.20,1,37.20,1,0,0,,19,,2295,110,,,
V02458,53104,2668,Displacement Pump "A"  EXP1,642.00,1,642.00,1,0,0,,19,,2668,110,,,
V02458,53104,2759,KIT. RELAYCONTACTOR,259.20,2,259.20,2,0,0,,19,,2759,110,,,
V02458,53104,3013,23971-00 Filter Screen,678.00,100,678.00,100,0,0,,19,,3013,110,,,
V02458,53104,2939,23975-00 O-Ring Kit P2,840.00,10,840.00,10,0,0,,19,,2939,110,,,
V02458,53104,2289,Pin vise,221.40,10,221.40,10,0,0,,19,,2289,110,,,
V02458,53104,2455,Sensor Pressure Fluid Outlet 16A093,1076.40,3,1076.40,3,0,0,,19,,2455,110,,,
V02458,53104,2458,BLOCK SIDE POLY P2,916.80,8,916.80,8,0,0,,19,,2458,110,,,
V02458,53104,26141,23950-01 P2 Spray Gun,15360.00,8,15360.00,8,0,0,,19,,26141,110,,,
V02458,53104,3014,23973-00 P2 Side Seal Kit,2532.00,200,2532.00,200,0,0,,19,,3014,110,,,
V02458,53104,14483,298790 O-RING PKG 50 (111450),558.00,3,558.00,3,0,0,,19,,14483,110,,,
V02458,53104,2962,7554-05 O-Ring,200.20,52,200.20,52,0,0,,19,,2962,110,,,
V02458,53104,13663,117724 ORING P2 FILTER ASSY LG,446.34,43,446.34,43,0,0,,19,,13663,110,,,
V02458,53104,2606,Bearing Housing  Kit 240523 DROP SHIP,127.20,2,127.20,2,0,0,,19,,2606,110,,,
V02458,53104,11238,HOUSING DRIVE E20,597.60,2,597.60,2,0,0,,19,,11238,110,,,
V02458,53104,3020,23977-01  01 Mix Chamber Insert Kit,1665.60,80,1665.60,80,0,0,,19,,3020,110,,,
V02458,53104,13394,TOOL SCREW DRIVER 1/8 BLADE,7.20,2,7.20,2,0,0,,19,,13394,110,,,
V02458,53104,13308,PUMP 1050A SS/SS/PT/PT,7497.00,6,7497.00,6,0,0,,19,,13308,110,,,
V02458,53104,11516,Low Viscosity Agitator,2202.20,4,2202.20,4,0,0,,19,,11516,110,,,
V02458,53104,13696,122295 PUMP GEAR HYDRAULIC H39,2268.00,6,2268.00,6,0,0,,19,,13696,110,,,
V02458,53104,14064,258707 RESERVOIR BOTTLE ASSY,432.00,4,432.00,4,0,0,,19,,14064,110,,,
V02458,53104,2686,Heater Control Module,517.20,1,517.20,1,0,0,,19,,2686,110,,,
V02458,53104,21664,KIT PUMP W/ LUBE. 36,1004.40,2,1004.40,2,0,0,,19,,21664,110,,,
V02458,53104,2770,Kitassypair Inlet,621.00,1,621.00,1,0,0,,19,,2770,110,,,
V02458,53104,3016,23960-01 Mix Chamber,8025.00,50,8025.00,50,0,0,,19,,3016,110,,,
V02458,53104,2932,23963-00 Head Probler 2,1207.80,3,1207.80,3,0,0,,19,,2932,110,,,
V02458,53104,2458,BLOCK SIDE POLY P2,916.80,8,916.80,8,0,0,,19,,2458,110,,,
V02458,53104,12732,HOSESING1:13/8X3/850'CS,8820.00,7,8820.00,7,0,0,,19,,12732,110,,,
V02458,53104,2911,21830-00 Switchpressurehigh,244.20,1,244.20,1,0,0,,19,,2911,110,,,
V02458,53104,12599,KIT RESERVOIR,142.20,2,142.20,2,0,0,,19,,12599,110,,,
V00126,53105,26522,MEND-X Concrete Repair "A" In 55Gal Drum,3300.00,55,3300.00,55,0,0,,2,,26522,110,,,
V00126,53105,26523,MEND-X Concrete Repair "B" In 55Gal Drum,3300.00,55,3300.00,55,0,0,,2,,26523,110,,,
V02458,53107,2761,Circuit Breaker 255026,62.40,1,62.40,1,0,0,,19,,2761,110,,,
V02458,53109,8945,Grooved Pin,10.32,6,10.32,6,0,0,,19,,8945,110,,,
V02458,53109,2603,Drain Valve Replacement Kit 239914,414.00,6,414.00,6,0,0,,19,,2603,110,,,
V02458,53109,2509,Drain Valve Handle 187625,25.20,6,25.20,6,0,0,,19,,2509,110,,,
V02458,53109,8954,Base Valve,19.98,6,19.98,6,0,0,,19,,8954,110,,,
V02458,53109,25177,KIT SCREEN 80 MESH,939.00,500,939.00,500,0,0,,19,,25177,110,,,
V02458,53109,13035,KIT VALVE CHECK (PACK OF 10),8694.00,35,8694.00,35,0,0,,19,,13035,110,,,
V00529,53113,2169,Disposable Nitrile Gloves Case/10003 skids of 48,7668.00,1440,7668.00,1440,0,0,,2,,2169,110,,,
V00529,53113,3243,Disposable Spray Suits XXL Case/25,523.80,250,523.80,250,0,0,,2,,3243,110,,,
V00821,53117,12551,Cargo Plug for GM Spray in Bedliner,3600.00,36000,3600.00,36000,0,0,,2,,12551,110,,,
V03105,53119,30602,UL XT 66 HP 1:1 COAT A 5 GAL PAIL,1350.22,1128,1350.22,1128,0,0,,19,,30602,110,,,
V03105,53119,30787,UL LP 22 LP 1:1 COAT A DRUM,2232.56,1892,2232.56,1892,0,0,,19,,30787,110,,,
V03105,53119,30788,UL LP 22 LP 1:1 COAT B BLACK DRUM,2199.51,1736,2199.51,1736,0,0,,19,,30788,110,,,
V03105,53119,30491,UL XP 6613-29 HP 1:1 COAT A 55 GALLON DRUM,6532.13,600,6532.13,600,0,0,,19,,30491,110,,,
V03105,53119,30493, UL XP 6613-29 HP 1:1 COAT B CLEAR 55 GALLON,9828.53,600,9828.53,600,0,0,,19,,30493,110,,,
V03105,53119,30811,UL LP 23 LP 2:1 COAT B BLACK 5 GAL PAIL,1051.78,1056,1051.78,1056,0,0,,19,,30811,110,,,
V03105,53119,29526,BLACK PIGMENT (2 GALLONS NET),747.08,40,747.08,40,0,0,,19,,29526,110,,,
V03105,53119,29770,COVERT GREEN PIGMENT (2 GALLONS NET),503.88,20,503.88,20,0,0,,19,,29770,110,,,
V03105,53119,29774,WHITE PIGMENT (2 GALLONS NET),742.90,20,742.90,20,0,0,,19,,29774,110,,,
V03105,53119,29776,INDUSTRIAL TAN PIGMENT (2 GALLONS NET),457.90,20,457.90,20,0,0,,19,,29776,110,,,
V03105,53119,30510,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,13395.36,11352,13395.36,11352,0,0,,19,,30510,110,,,
V03105,53119,30513,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,13333.44,10320,13333.44,10320,0,0,,19,,30513,110,,,
V02458,53123,9863,Grease Cartridge Replacement 3Oz,423.90,90,423.90,90,0,0,,19,,9863,110,,,
V00197,53133,3137,3 Bung Hole Lid,3889.00,100,3889.00,100,0,0,,2,,3137,110,,,
V03106,53135,30510,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,1191.96,946,1191.96,946,0,0,,19,,30510,110,,,
V03106,53135,30513,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,1179.92,860,1179.92,860,0,0,,19,,30513,110,,,
V00087,53139,11235,PREPRINTED LABELSBEST FLEX MEND-X A7.125" X 21.5",494.50,500,494.50,500,0,0,,2,,11235,1079,,,
V00087,53139,11235,PREPRINTED LABELSBEST FLEX MEND-X B7.125" X 21.5",494.50,500,494.50,500,0,0,,2,,11235,1079,,,
V03132,53145,18969,2KDISP SYS MAN 1:1 ST 200ML BX GN/B,4053.84,168,4053.84,168,0,0,,19,,18969,110,,,
V00943,53146,12595,Bedtags - Burlington ON,267.233,500,267.233,500,0,0,,9,,12595,1778,,,-13.362
V00943,53146,1670,GST,13.011,-1,13.011,-1,0,0,,9,,1670,1287,,,
V00943,53146,1670,PST,.00,-1,.00,-1,0,0,,9,,1670,1291,,,
V02641,53150,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,53150,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.60,19602,0,0,,19,,31087,110,,,
V02674,53152,16376,Masking Tape 1",550.80,648,550.80,648,0,0,,19,,16376,110,,,
V02674,53152,16375,Masking Tape 2" (Individual Roll),1224.72,648,1224.72,648,0,0,,19,,16375,110,,,
V02641,53154,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,53154,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,53155,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,53155,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.60,19602,0,0,,19,,31087,110,,,
V02641,53156,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,53156,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.60,19602,0,0,,19,,31087,110,,,
V02641,53158,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,53158,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.60,19602,0,0,,19,,31087,110,,,
V02458,53163,14028,24W352 ENDURAFLOW 4:1 350 NPT PUMP,3415.00,1,3415.00,1,0,0,,19,,14028,110,,,
V02458,53164,25227,KIT ACCY INLET PAIR,712.80,3,712.80,3,0,0,,19,,25227,110,,,
V02458,53164,13365,SPACER PISTON,8.22,1,8.22,1,0,0,,19,,13365,110,,,
V02458,53164,2937,23969-00 Spring,504.00,200,504.00,200,0,0,,19,,2937,110,,,
V02458,53164,2704,23974-07 Side Seal O-Ring Kit Pk/6,271.20,10,271.20,10,0,0,,19,,2704,110,,,
V02458,53164,2672,Wet Cup Kit Exp1 246962,583.20,6,583.20,6,0,0,,19,,2672,110,,,
V02458,53164,2197,Gauge Press Fluid,270.00,6,270.00,6,0,0,,19,,2197,110,,,
V02458,53164,2291,Fitting  117677,113.40,6,113.40,6,0,0,,19,,2291,110,,,
V02458,53164,13676,120900 KIT PWR4W SSSR 1/4 NPT  24VDC,440.40,2,440.40,2,0,0,,19,,13676,110,,,
V02458,53164,14143,295624 VALVE CHECK R,82.80,4,82.80,4,0,0,,19,,14143,110,,,
V02458,53164,14138,295437 PACKING SEAL REAR,112.80,10,112.80,10,0,0,,19,,14138,110,,,
V02458,53164,25175,WASHER LOCK,25.70,5,25.70,5,0,0,,19,,25175,110,,,
V02458,53164,2951,7554-16 O-Ring,104.40,40,104.40,40,0,0,,19,,2951,110,,,
V02458,53164,13031,KITCIRCUIT BRKR25A AP,82.80,1,82.80,1,0,0,,19,,13031,110,,,
V03009,53165,20034,AG SCOTCH GUARD PRO SERIES V4 PPF 60" X 50',10585.06,11,10585.06,11,0,0,,19,,20034,110,,,
V03105,53166,30419,AG XT 77 HP 1:1 COAT A DRUM 55 GALLONS,22325.60,18920,22325.60,18920,0,0,,19,,30419,110,,,
V03105,53166,30421,AG XT 77 COAT B BLACK 55 GAL DRUM,20000.16,15480,20000.16,15480,0,0,,19,,30421,110,,,
V03105,53166,30424,AG XT 77 COAT B CLEAR,4444.31,3440,4444.31,3440,0,0,,19,,30424,110,,,
V03105,53166,30553,Black Pigment 5 Gal,241.65,15,241.65,15,0,0,,19,,30553,110,,,
V03105,53166,30275,WHITE PIGMENT (5 GALLONS NET),534.99,15,534.99,15,0,0,,19,,30275,110,,,
V03106,53167,22366,MPL 11 TOP COAT CLEAR ,466.76,36,466.76,36,0,0,,19,,22366,110,,,
V02793,53175,30779,6 LBS FOAM COAT A 55 GALLON DRUM,4500.00,3000,4500.00,3000,0,0,,19,,30779,110,,,
V02793,53175,30780,6 LBS FOAM SIDE B 55 GALLON DRUM,4500.00,3000,4500.00,3000,0,0,,19,,30780,110,,,
V02793,53175,30785,UL 4 LB FOAM JACKING SIDE A - NC For 1 drum set for John @ PolyTexas  for issues with prev order ,.00,500,.00,500,0,0,,19,,30785,110,,,
V02793,53175,30786,UL 4 LB FOAM JACKING SIDE BNC For 1 drum set for John @ PolyTexas  for issues with prev order ,.00,500,.00,500,0,0,,19,,30786,110,,,
V02458,53180,2768,Drain Valve Kit Iso,181.20,1,181.20,1,0,0,,19,,2768,110,,,
V02458,53180,13111,PACKING O-RING FX75,32.04,2,32.04,2,0,0,,19,,13111,110,,,
V02458,53180,12615,CAP FILTER,60.00,2,60.00,2,0,0,,19,,12615,110,,,
V02458,53180,2493,FILTER 20 MESH,25.69,1,25.69,1,0,0,,19,,2493,110,,,
V02458,53180,12808,LG1/4MP W/ HEX HD,2.16,1,2.16,1,0,0,,19,,12808,110,,,
V00087,53191,11235,PREPRINTED LABELSMB-100 A ISO21.5" X 7.4",394.50,300,394.50,300,0,0,,2,,11235,1079,,,
V00087,53191,11235,PREPRINTED LABELSMB-100 B RES21.5" X 7.4",394.50,300,394.50,300,0,0,,2,,11235,1079,,,
V00132,53194,26539,Black Polyol Dispersion 55 Gal Drum8 DRUMS,5226.40,3760,5226.40,3760,0,0,,2,,26539,110,,,
V00132,53194,26542,Tan Polyol Dispersion 55 Gal Drum1 DRUM,1800.00,600,1800.00,600,0,0,,2,,26542,110,,,
V00132,53194,26504,JI-5665 Phthalo Green1 - 5GL PAIL,203.60,40,203.60,40,0,0,,2,,26504,110,,,
V00132,53194,26506,ORGANIC YELLOW (R/S)1 - 5GL PAIL,378.80,40,378.80,40,0,0,,2,,26506,110,,,
V02796,53196,29780,LIGTH GREY PIGMENT UX-842-D (2 GALLONS NET),2185.92,32,2185.92,32,0,0,,19,,29780,110,,,
V02796,53196,30555,BLUE PIGMENT 2 GALLON PAIL,1172.50,50,1172.50,50,0,0,,19,,30555,110,,,
V02796,53196,29773,PEWTER PIGMENT (2 GALLONS NET),1136.96,16,1136.96,16,0,0,,19,,29773,110,,,
V02796,53196,29771,RED PIGMENT (2 GALLONS NET),1085.73,16,1085.73,16,0,0,,19,,29771,110,,,
V03105,53198,30574,UL KG 3607 SIDE A (5 GAL PAIL),1300.00,20,1300.00,20,0,0,,19,,30574,110,,,
V03105,53198,30576,UN2735 AMINES LIQUID CORROSIVE N.O.S. (POLYOXYPROPYLENEDIAMINE) CLASS8 PGIII    UL KG 3607 SIDE B CLEAR ALIPHATIC  (5 GAL PAIL),1300.00,20,1300.00,20,0,0,,19,,30576,110,,,
V03105,53198,21164,PIGMENT: RAL3011PREMIX: NO QUANTITY: 1 LB ,44.40,1,44.40,1,0,0,,19,,21164,110,,,
V03105,53198,21164,PIGMENT: RAL6001PREMIX: NO QUANTITY: 1 LB ,44.40,1,44.40,1,0,0,,19,,21164,110,,,
V03105,53198,21164,PIGMENT: RAL4005PREMIX: NO QUANTITY: 1 LB ,44.40,1,44.40,1,0,0,,19,,21164,110,,,
V03105,53198,21164,PIGMENT: RAL1001PREMIX: NO QUANTITY: 1 LB ,44.40,1,44.40,1,0,0,,19,,21164,110,,,
V03105,53202,30574,UL KG 3607 SIDE A (5 GAL PAIL),325.00,5,325.00,5,0,0,,19,,30574,110,,,
V03105,53202,30576,UN2735 AMINES LIQUID CORROSIVE N.O.S. (POLYOXYPROPYLENEDIAMINE) CLASS8 PGIII    UL KG 3607 SIDE B CLEAR ALIPHATIC  (5 GAL PAIL),325.00,5,325.00,5,0,0,,19,,30576,110,,,
V03105,53202,29262,DOLPHIN GRAY PIGMENT 1 LB ,22.20,1,22.20,1,0,0,,19,,29262,110,,,
V03105,53204,17045,UL XT 9512 SIDE A DRUM** PACKAGE AS 10 QTY 5 GAL PAILS** ,747.49,50,747.49,50,0,0,,19,,17045,110,,,
V03105,53204,28834,UL XT TITAN SIDE B TITAN GREEN DRUM** PACKAGE AS 10 QTY 5 GAL PAILS** ,806.07,50,806.07,50,0,0,,19,,28834,110,,,
V03105,53216,30419,AG XT 77 HP 1:1 COAT A DRUM 55 GALLONS,11957.43,9460,11957.43,9460,0,0,,19,,30419,110,,,
V03105,53216,30421,AG XT 77 COAT B BLACK 55 GAL DRUM,11309.00,8600,11309.00,8600,0,0,,19,,30421,110,,,
V03105,53216,30510,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,13395.36,11352,13395.36,11352,0,0,,19,,30510,110,,,
V03105,53216,30513,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,13333.44,10320,13333.44,10320,0,0,,19,,30513,110,,,
V03198,53224,13108,LINE-X 132 SVCBODY - FLOOR SIDES BULKHEAD & TG MINUS TOPSVIN# 1FD0W5HT6KEG12733Note/Req: J450001552,855.00,1,855.00,1,0,0,,2,,13108,1892,,,
V02458,53228,21173,MANIFOLD RELIEF,305.40,1,305.40,1,0,0,,19,,21173,110,,,
V02458,53228,28701,LINKCONNECTINGAXP-1,31.80,1,31.80,1,0,0,,19,,28701,110,,,
V02458,53228,2471,Spring  Retaining  176817,2.25,1,2.25,1,0,0,,19,,2471,110,,,
V02458,53228,12982,PINSTRHDLS,5.71,1,5.71,1,0,0,,19,,12982,110,,,
V02458,53228,2532,Retaining  Nut 193031,34.02,1,34.02,1,0,0,,19,,2532,110,,,
V02458,53228,3249,PLUG PIPE,5.98,2,5.98,2,0,0,,19,,3249,110,,,
V02458,53228,2259,Fitting  116746,6.60,2,6.60,2,0,0,,19,,2259,110,,,
V02458,53228,2317,Fitting Conn1/4 Npt X 1/2 Jic 121310,2.82,1,2.82,1,0,0,,19,,2317,110,,,
V02458,53228,2674,Bottle Assy Complete 246995,84.30,1,84.30,1,0,0,,19,,2674,110,,,
V02458,53228,2308,CHECK VALVE,23.64,1,23.64,1,0,0,,19,,2308,110,,,
V02458,53228,2307,CHECK VALVE INLET,23.64,1,23.64,1,0,0,,19,,2307,110,,,
V02458,53228,2672,Wet Cup Kit Exp1 246962,97.20,1,97.20,1,0,0,,19,,2672,110,,,
V02458,53228,2420,Kit Tubing 4Ft,42.30,1,42.30,1,0,0,,19,,2420,110,,,
V02458,53228,31205,FITTING ELBOW SAE SHORT 1/8,4.80,1,4.80,1,0,0,,19,,31205,110,,,
V02458,53228,13419,KIT REPAIR PUMP AXP1 A-SIDE,55.65,1,55.65,1,0,0,,19,,13419,110,,,
V00943,53230,12595,Burnaby,267.233,500,267.233,500,0,0,,9,,12595,1778,,,-13.362
V00943,53230,1670,GST,13.011,-1,13.011,-1,0,0,,9,,1670,1287,,,
V00943,53230,1670,PST,.00,-1,.00,-1,0,0,,9,,1670,1291,,,
V00870,53231,21875,KIT REPAIR DRIVE HOUSING,564.727,2,564.727,2,0,0,,9,,21875,110,,,-28.236
V00870,53231,2666,50' Heated Hose,1490.984,1,1490.984,1,0,0,,9,,2666,110,,,-74.549
V00870,53231,2556,Throat Seal Fluid 1 Qt,1192.787,60,1192.787,60,0,0,,9,,2556,110,,,-59.639
V00870,53231,2826,AR4242 With Drills,893.711,8,893.711,8,0,0,,9,,2826,110,,,-44.686
V00870,53231,2706,Cartridge Body O-Ring Kit Pk/6,499.743,15,499.743,15,0,0,,9,,2706,110,,,-24.989
V00870,53231,2704,23974-07 Side Seal O-Ring Kit Pk/6,387.59,15,387.59,15,0,0,,9,,2704,110,,,-19.381
V00870,53231,2751,Kitdryer.DesiCC-ant Mini,211.992,4,211.992,4,0,0,,9,,2751,110,,,-10.60
V00870,53231,2713,Teflon Retaining Ring Seal Pk/6,40.023,2,40.023,2,0,0,,9,,2713,110,,,-2.001
V00870,53231,2711,Large Piston O-Ring Pk/6,102.917,2,102.917,2,0,0,,9,,2711,110,,,-5.146
V00870,53231,1672,GST,269.227,-1,269.227,-1,0,0,,9,,1672,1287,,,
V00870,53231,1672,PST,.00,-1,.00,-1,0,0,,9,,1672,1291,,,
V03105,53233,16301,UL TK MH 863 COAT A 5 G PAIL**PACKAGE AS 15 GAL PONY KEG**,207.61,15,207.61,15,0,0,,19,,16301,110,,,
V03105,53233,16302,UL TK MH 863 COAT B BL 5 G PAIL**PACKAGE AS 15 GAL PONY KEG**,210.17,15,210.17,15,0,0,,19,,16302,110,,,
V03105,53233,11441,1 QTY - EMPTY 55 GAL DRUM BLUE OH1 QTY - EMPTY 66 GAL DRUM BLACK OH,89.72,1,89.72,1,0,0,,19,,11441,1778,,,
V02458,53234,2603,Drain Valve Replacement Kit 239914,138.00,2,138.00,2,0,0,,19,,2603,110,,,
V02458,53234,8954,Base Valve,6.66,2,6.66,2,0,0,,19,,8954,110,,,
V02458,53234,8945,Grooved Pin,3.44,2,3.44,2,0,0,,19,,8945,110,,,
V02458,53234,25255,HANDLE VALVE DRAIN RED,3.42,1,3.42,1,0,0,,19,,25255,110,,,
V02458,53234,25254,HANDLE VALVE DRAIN BLUE,3.42,1,3.42,1,0,0,,19,,25254,110,,,
V03358,53235,,,.00,,.00,,0,0,,2,,,1144,,,
V03358,53235,,,2200.00,,2200.00,,0,0,,2,,,1144,,,
V03358,53235,,,2200.00,,2200.00,,0,0,,2,,,1144,,,
V03358,53235,,,2200.00,,2200.00,,0,0,,2,,,1144,,,
V03358,53235,,,2200.00,,2200.00,,0,0,,2,,,1144,,,
V03358,53235,,,2200.00,,2200.00,,0,0,,2,,,1144,,,
V03358,53235,,,2200.00,,2200.00,,0,0,,2,,,1144,,,
V03358,53235,,,650.00,,650.00,,0,0,,2,,,1144,,,
V03358,53235,,,650.00,,650.00,,0,0,,2,,,1144,,,
V03105,53237,31091,UL MPL 55 TOTE COAT A (250 GAL) - LABEL UL XT 66 COAT A,2772.42,2415,2772.42,2415,0,0,,19,,31091,110,,,
V03105,53237,31093,UL XT 66 TOTE COAT B CLEAR (250 GAL),2707.56,2178,2707.56,2178,0,0,,19,,31093,110,,,
V02641,53238,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,53238,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.60,19602,0,0,,19,,31087,110,,,
V03105,53242,21620,UL XT 9500 SIDE A 1:1 HP,8500.00,500,8500.00,500,0,0,,19,,21620,110,,,
V03105,53242,29423,UL XT 9500 SIDE B CLEAR  1:1 HP DRUM,8500.00,500,8500.00,500,0,0,,19,,29423,110,,,
V03105,53242,29779,DESERT SAND PIGMENT (2 GALLONS NET),444.00,20,444.00,20,0,0,,19,,29779,110,,,
V02169,53243,13314,LINE-X XS-100 ISOCYANATE EU in 225kg DRUM,33378.405,18353.4615,33378.405,18353.4615,0,0,,18,,13314,110,,,-7009.471
V02169,53243,13316,LINE-X XS-100 RESIN EU in 200kg DRUM,34480.995,18959.732,34480.995,18959.732,0,0,,18,,13316,110,,,-7241.009
V02169,53243,13286,VAT,14250.48,-1,14250.48,-1,0,0,,18,,13286,1926,,,
V02169,53244,13314,LINE-X XS-100 ISOCYANATE EU in 225kg DRUM,32476.286,17857.422,32476.286,17857.422,0,0,,18,,13314,110,,,-6820.02
V02169,53244,13321,LINE-X XS-BK100 RESIN EU in 200kg DRUM,29280.207,15873.264,29280.207,15873.264,0,0,,18,,13321,110,,,-6148.843
V02169,53244,13319,LINE-X XS-350 ISOCYANATE EU in 225kg DRUM,8969.641,3968.316,8969.641,3968.316,0,0,,18,,13319,110,,,-1883.625
V02169,53244,13286,VAT,14852.488,-1,14852.488,-1,0,0,,18,,13286,1926,,,
V03521,53248,29651,LINE-X BEDLINER CONDITIONER (12 BOTTLES),392.25,180,392.25,180,0,0,,2,,29651,110,,,
V03521,53249,29651,LINE-X BEDLINER CONDITIONER (12 BOTTLES),2353.50,1080,2353.50,1080,0,0,,2,,29651,110,,,
V02641,53250,31086,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,31086,110,,,
V02641,53250,31087,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.60,19602,0,0,,19,,31087,110,,,
V02458,53251,14161,296830 KIT RETAINER REAR SEAL,591.75,15,591.75,15,0,0,,19,,14161,110,,,
V02458,53251,12735,KIT RETAINER,751.50,15,751.50,15,0,0,,19,,12735,110,,,
V02458,53251,12877,KIT MANUAL VALVE,1446.00,40,1446.00,40,0,0,,19,,12877,110,,,
V02458,53251,12703,KIT BLOCKGUNS/S,2697.00,5,2697.00,5,0,0,,19,,12703,110,,,
V02458,53251,13019,KIT SEAL SCREW SCREEN,998.40,80,998.40,80,0,0,,19,,13019,110,,,
V04004,53252,13108,2020 CHEV Silver 1500 4x4 Crew 147VIN # N/AFactory Order #  XHWSNNTruck Gear soft vinyl tri-fold bedcover for 2020 GM 1500 5.7' box,401.03,1,401.03,1,0,0,,2,,13108,1892,,,
