Account__,Description__,CompanyCode__,Allocable1__,Allocable2__,Allocable3__,Allocable4__,Allocable5__,Group__,Manager__
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,6,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,12,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,9,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,14,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,19,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,2,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,3,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,5,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,13,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,18,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,11,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,7,,,,,,,
1085,7175 Expenses : General and Administrative : Administrative : Uniforms & Laundry,17,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,18,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,12,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,6,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,9,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,7,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,5,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,11,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,17,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,19,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,3,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,2,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,1,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,13,,,,,,,
1086,7180 Expenses : General and Administrative : Contributions : Charitable Contributions,14,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,19,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,14,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,17,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,11,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,5,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,13,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,18,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,2,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,3,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,9,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,7,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,1,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,12,,,,,,,
4572,7181 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont. - St. Jude,6,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,9,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,12,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,2,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,19,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,18,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,1,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,13,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,3,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,14,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,11,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,17,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,7,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,6,,,,,,,
4573,7182 Expenses : General and Administrative : Contributions : Charitable Contributions : Charitable Cont - Creative / Ad / PR,5,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,18,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,12,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,13,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,9,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,7,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,3,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,19,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,14,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,6,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,2,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,11,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,5,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,1,,,,,,,
1087,7185 Expenses : General and Administrative : Contributions : Contributions-Civic,17,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,14,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,18,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,9,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,17,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,6,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,3,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,1,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,19,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,13,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,12,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,11,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,5,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,2,,,,,,,
1088,7200 Expenses : General and Administrative : Travel Lodging & Entertainment : Airfare/Travel,7,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,5,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,1,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,17,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,6,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,13,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,9,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,7,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,3,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,14,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,11,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,19,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,2,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,18,,,,,,,
1089,7210 Expenses : General and Administrative : Travel Lodging & Entertainment : Lodging,12,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,18,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,14,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,6,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,1,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,7,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,13,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,19,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,9,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,5,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,2,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,11,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,12,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,3,,,,,,,
1090,7220 Expenses : General and Administrative : Travel Lodging & Entertainment : Auto Rental/Taxi,17,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,3,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,13,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,7,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,18,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,12,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,11,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,5,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,19,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,9,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,6,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,2,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,1,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,17,,,,,,,
1091,7230 Expenses : General and Administrative : Travel Lodging & Entertainment : Meals & Entertainment,14,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,12,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,17,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,3,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,6,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,9,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,13,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,18,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,19,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,2,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,5,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,7,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,14,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,11,,,,,,,
1092,7240 Expenses : General and Administrative : Contract Serv / Consulting : Contract Services,1,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,3,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,6,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,7,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,13,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,17,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,19,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,11,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,2,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,12,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,5,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,18,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,1,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,9,,,,,,,
1093,7243 Expenses : General and Administrative : Contract Serv / Consulting : Consulting - Other,14,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,6,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,7,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,14,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,12,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,9,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,1,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,13,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,5,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,3,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,17,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,2,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,19,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,11,,,,,,,
1094,7245 Expenses : General and Administrative : Contract Serv / Consulting : Consulting-Non Capitalized IT,18,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,11,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,7,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,14,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,19,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,5,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,13,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,6,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,9,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,1,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,2,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,17,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,3,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,18,,,,,,,
1095,7246 Expenses : General and Administrative : Contract Serv / Consulting : IT Expenses,12,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,2,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,19,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,14,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,18,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,12,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,7,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,1,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,11,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,9,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,13,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,17,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,6,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,5,,,,,,,
1096,7250 Expenses : General and Administrative : Contract Serv / Consulting : Consulting,3,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,6,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,18,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,14,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,13,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,3,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,19,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,5,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,2,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,7,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,11,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,1,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,17,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,12,,,,,,,
1097,7253 Expenses : General and Administrative : Contract Serv / Consulting : Outside Services,9,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,19,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,5,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,3,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,13,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,11,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,17,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,9,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,7,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,18,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,1,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,6,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,14,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,12,,,,,,,
1098,7254 Expenses : General and Administrative : Contract Serv / Consulting : NWU/Clovis Warehousing,2,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,12,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,19,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,14,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,11,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,5,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,18,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,7,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,13,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,2,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,1,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,17,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,6,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,3,,,,,,,
1099,7255 Expenses : General and Administrative : Contract Serv / Consulting : Media Relations,9,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,13,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,12,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,18,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,2,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,6,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,1,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,3,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,9,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,14,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,19,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,11,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,17,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,7,,,,,,,
1100,7260 Expenses : General and Administrative : Auto Expense : Auto & Truck Expense,5,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,9,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,12,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,14,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,17,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,1,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,11,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,7,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,13,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,18,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,2,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,19,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,3,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,6,,,,,,,
1101,7265 Expenses : General and Administrative : Auto Expense : Toll/Parking,5,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,6,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,13,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,12,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,7,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,1,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,19,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,14,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,11,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,5,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,18,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,3,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,17,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,9,,,,,,,
1102,7270 Expenses : General and Administrative : Auto Expense : Mileage Reimbursement,2,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,9,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,13,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,7,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,5,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,2,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,1,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,12,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,11,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,17,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,3,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,18,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,14,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,19,,,,,,,
1103,7275 Expenses : General and Administrative : Auto Expense : Auto Allowances,6,,,,,,,
1104,7280 Expenses : General and Administrative : Auto Expense : Auto Lease,1,,,,,,,
